codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
78824;78824;78824;78824;78824;INCIDENTE;***;***;CURVELO;MG;BRASIL;**NI;06/06/2017;17:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78823;78823;78823;78823;78823;INCIDENTE;***;***;CORUMBÁ;MS;BRASIL;**NI;09/07/2017;NULL;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78822;78822;78822;78822;78822;INCIDENTE;***;***;RECIFE;PE;BRASIL;SBRF;01/09/2017;19:25:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78821;78821;78821;78821;78821;INCIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;SBGL;11/08/2017;09:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78820;78820;78820;78820;78820;INCIDENTE;***;***;CAMPINAS;SP;BRASIL;SDAM;12/08/2017;23:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78819;78819;78819;78819;78819;INCIDENTE GRAVE;-20.59944444;-54.60250000;CAMPO GRANDE;MS;BRASIL;SSIE;01/08/2014;21:05:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78818;78818;78818;78818;78818;ACIDENTE;***;***;PORTO BELO;SC;BRASIL;***;07/08/2013;17:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78817;78817;78817;78817;78817;INCIDENTE GRAVE;-5.75722;-46.1647;GRAJAÚ;MA;BRASIL;SJAH;15/05/2017;15:50:00;***;FINALIZADA;IG-130/CENIPA/2017;SIM;2018-06-25;0;1;SIM
78816;78816;78816;78816;78816;INCIDENTE GRAVE;-15.6500;-56.1175;CUIABÁ;MT;BRASIL;SBCY;20/08/2017;13:10:00;SIM;FINALIZADA;IG-108/CENIPA/2017;NÃO;NULL;0;1;NÃO
78813;78813;78813;78813;78813;ACIDENTE;-9.9767;-51.1333;VILA RICA;MT;BRASIL;SWVC;03/05/2019;11:30:00;SIM;FINALIZADA;A-072/CENIPA/2019;SIM;2021-11-16;0;1;NÃO
78812;78812;78812;78812;78812;ACIDENTE;-27.1711111;-52.0611111;CONCÓRDIA;SC;BRASIL;SSCK;03/05/2019;21:45:00;SIM;FINALIZADA;A-071/CENIPA/2019;SIM;2021-12-30;0;1;NÃO
78811;78811;78811;78811;78811;INCIDENTE GRAVE;-23.2808;-54.1861;ITAQUIRAÍ;MS;BRASIL;***;04/05/2019;20:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78810;78810;78810;78810;78810;INCIDENTE;-23.43555555555;-46.47305555555;GUARULHOS;SP;BRASIL;SBGR;04/05/2019;21:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78800;78800;78800;78800;78800;ACIDENTE;-10.10806;-48.32639;PALMAS;TO;BRASIL;SDNB;20/08/2017;20:30:00;SIM;FINALIZADA;A-106/CENIPA/2017;SIM;2018-05-10;0;1;NÃO
78799;78799;78799;78799;78799;INCIDENTE GRAVE;-22.92083;-42.07139;CABO FRIO;RJ;BRASIL;***;18/04/2019;21:09:00;SIM;FINALIZADA;IG-063/CENIPA/2019;SIM;2021-03-29;2;2;NÃO
78798;78798;78798;78798;78798;INCIDENTE;-9.868333333333;-67.89805555555;RIO BRANCO;AC;BRASIL;SBRB;05/05/2019;23:45:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78797;78797;78797;78797;78797;INCIDENTE;-19.62444444444;-43.97194444444;CONFINS;MG;BRASIL;SBCF;05/05/2019;20:21:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78796;78796;78796;78796;78796;ACIDENTE;-5.709166666666;-60.26333333333;NOVO ARIPUANÃ;AM;BRASIL;***;06/05/2019;15:00:00;SIM;FINALIZADA;A-073/CENIPA/2019;SIM;2022-11-03;2;1;NÃO
78795;78795;78795;78795;78795;INCIDENTE;-12.4897;-38.0236;MATA DE SÃO JOÃO;BA;BRASIL;SNME;07/05/2019;17:10:00;NULL;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78793;78793;78793;78793;78793;ACIDENTE;-19.842778;-44.601111;PARÁ DE MINAS;MG;BRASIL;SNPA;19/10/2019;10:26:00;SIM;FINALIZADA;A-139/CENIPA/2019;SIM;2021-07-08;1;1;NÃO
78792;78792;78792;78792;78792;INCIDENTE GRAVE;-23.181667;-46.943611;JUNDIAÍ;SP;BRASIL;SBJD;18/10/2019;20:15:00;SIM;ATIVA;A-138/CENIPA/2019;NÃO;NULL;0;1;SIM
78790;78790;78790;78790;78790;ACIDENTE;-23.038889;-45.515833;TAUBATÉ;SP;BRASIL;SBTA;13/10/2019;12:40:00;SIM;FINALIZADA;A-141/CENIPA/2019;SIM;2022-03-11;0;1;NÃO
78789;78789;78789;78789;78789;ACIDENTE;-23.08194444444;-49.635;IPAUSSU;SP;BRASIL;SSAN;30/09/2019;20:00:00;SIM;FINALIZADA;A-136/CENIPA/2019;SIM;2022-04-12;0;1;NÃO
78788;78788;78788;78788;78788;ACIDENTE;-7.186111111111;-59.86833333333;APUÍ;AM;BRASIL;***;29/09/2019;15:00:00;SIM;FINALIZADA;A-135/CENIPA/2019;SIM;2021-02-12;0;1;NÃO
78787;78787;78787;78787;78787;ACIDENTE;-23.292222;-53.472222;IVATÉ;PR;BRASIL;***;26/09/2019;13:00:00;SIM;FINALIZADA;A-134/CENIPA/2019;NÃO;NULL;0;1;NÃO
78786;78786;78786;78786;78786;ACIDENTE;-9.965833;-54.885000;GUARANTÃ DO NORTE;MT;BRASIL;***;16/09/2019;22:12:00;SIM;ATIVA;A-131/CENIPA/2019;NÃO;NULL;0;1;NÃO
78785;78785;78785;78785;78785;ACIDENTE;-3.040833333333;-60.06666666666;MANAUS;AM;BRASIL;SBEG;16/09/2019;16:25:00;SIM;FINALIZADA;A-132/CENIPA/2019;SIM;2022-09-21;1;1;NÃO
78784;78784;78784;78784;78784;INCIDENTE GRAVE;-4.242222;-56.000833;ITAITUBA;PA;BRASIL;SBIH;16/09/2019;20:30:00;SIM;ATIVA;IG-133/CENIPA/2019;NÃO;NULL;0;1;NÃO
78783;78783;78783;78783;78783;ACIDENTE;-17.852500;-50.952222;RIO VERDE;GO;BRASIL;***;13/09/2019;17:00:00;SIM;FINALIZADA;A-130/CENIPA/2019;SIM;2021-12-30;0;1;NÃO
78782;78782;78782;78782;78782;ACIDENTE;-22.296944;-53.849167;IVINHEMA;MS;BRASIL;***;08/09/2019;17:45:00;SIM;ATIVA;A-129/CENIPA/2019;NÃO;NULL;0;1;NÃO
78781;78781;78781;78781;78781;ACIDENTE;-20.432778;-44.552500;ITAGUARA;MG;BRASIL;***;07/09/2019;20:02:00;SIM;ATIVA;A-128/CENIPA/2019;NÃO;NULL;0;1;NÃO
78780;78780;78780;78780;78780;ACIDENTE;-23.128333;-46.574722;ATIBAIA;SP;BRASIL;SDTB;07/09/2019;20:00:00;SIM;FINALIZADA;A-127/CENIPA/2019;SIM;2022-07-08;3;1;SIM
78779;78779;78779;78779;78779;ACIDENTE;-32.443611;-52.561667;RIO GRANDE;RS;BRASIL;***;05/09/2019;10:50:00;SIM;FINALIZADA;A-126/CENIPA/2019;SIM;2021-03-29;1;1;NÃO
78778;78778;78778;78778;78778;ACIDENTE;-5.133333;-57.566667;ITAITUBA;PA;BRASIL;***;04/09/2019;18:30:00;NULL;FINALIZADA;A-125/CENIPA/2019;SIM;2022-03-11;0;1;NÃO
78777;78777;78777;78777;78777;ACIDENTE;-23.769167;-47.498056;PIEDADE;SP;BRASIL;***;04/09/2019;18:30:00;SIM;FINALIZADA;A-124/CENIPA/2019;SIM;2022-07-08;0;1;NÃO
78776;78776;78776;78776;78776;ACIDENTE;-18.266667;-48.899722;BURITI ALEGRE;GO;BRASIL;***;25/08/2019;00:30:00;SIM;FINALIZADA;A-123/CENIPA/2019;SIM;2021-11-16;0;1;NÃO
78775;78775;78775;78775;78775;ACIDENTE;-11.885;-55.58611111111;SINOP;MT;BRASIL;SBSI;20/08/2019;20:35:00;SIM;FINALIZADA;A-122/CENIPA/2019;SIM;2022-11-03;1;1;SIM
78774;78774;78774;78774;78774;ACIDENTE;-16.39388889;-39.58361111;EUNÁPOLIS;BA;BRASIL;***;20/08/2019;18:00:00;SIM;FINALIZADA;A-121/CENIPA/2019;SIM;2021-02-12;4;1;NÃO
78773;78773;78773;78773;78773;ACIDENTE;-25.450111;-49.140556;PIRAQUARA;PR;BRASIL;SISY;17/08/2019;12:00:00;SIM;FINALIZADA;A-120/CENIPA/2019;SIM;2021-07-08;3;1;SIM
78772;78772;78772;78772;78772;ACIDENTE;-6.077222222222;-55.29916666666;ALTAMIRA;PA;BRASIL;***;11/08/2019;17:00:00;SIM;FINALIZADA;A-119/CENIPA/2019;SIM;2023-03-23;1;1;NÃO
78771;78771;78771;78771;78771;INCIDENTE GRAVE;-5.867778;-43.335000;TERESINA;PI;BRASIL;***;08/08/2019;20:40:00;NULL;FINALIZADA;IG-118/CENIPA/2019;SIM;2020-10-29;2;1;NÃO
78770;78770;78770;78770;78770;ACIDENTE;-3.072777777777;-60.02111111111;MANAUS;AM;BRASIL;SWFN;07/08/2019;14:10:00;SIM;FINALIZADA;A-117/CENIPA/2019;SIM;2022-05-27;4;1;NÃO
78769;78769;78769;78769;78769;ACIDENTE;-1.955833;-55.958056;ORIXIMINÁ;PA;BRASIL;***;04/08/2019;17:30:00;NULL;ATIVA;A-116/CENIPA/2019;NÃO;NULL;0;1;NÃO
78768;78768;78768;78768;78768;ACIDENTE;-23.005278°;-46.636944;BRAGANÇA PAULISTA;SP;BRASIL;SDVH;27/07/2019;17:15:00;SIM;FINALIZADA;A-115/CENIPA/2019;SIM;2021-07-08;1;1;SIM
78767;78767;78767;78767;78767;ACIDENTE;-6.827222;-56.855833;ITAITUBA;PA;BRASIL;***;27/07/2019;19:00:00;NULL;FINALIZADA;A-114/CENIPA/2019;SIM;2021-12-30;0;1;NÃO
78766;78766;78766;78766;78766;ACIDENTE;-7.599444444444;-72.76944444444;CRUZEIRO DO SUL;AC;BRASIL;SBCZ;26/07/2019;21:40:00;SIM;FINALIZADA;A-113/CENIPA/2019;SIM;2020-12-29;1;1;NÃO
78765;78765;78765;78765;78765;ACIDENTE;-3.395833;-59.358056;AUTAZES;AM;BRASIL;***;25/07/2019;11:20:00;SIM;FINALIZADA;A-112/CENIPA/2019;SIM;2022-03-11;4;1;NÃO
78764;78764;78764;78764;78764;ACIDENTE;-4.089722;-63.152222;COARI;AM;BRASIL;***;23/07/2019;22:15:00;SIM;FINALIZADA;A-111/CENIPA/2019;SIM;2021-07-08;1;1;NÃO
78763;78763;78763;78763;78763;ACIDENTE;-7.037222;-71.688333;IPIXUNA;AM;BRASIL;***;23/07/2019;21:00:00;SIM;FINALIZADA;A-110/CENIPA/2019;SIM;2022-05-27;0;1;NÃO
78762;78762;78762;78762;78762;ACIDENTE;-23.128333;-46.574722;BRAGANÇA PAULISTA;SP;BRASIL;SDVH;21/07/2019;19:30:00;SIM;FINALIZADA;A-109/CENIPA/2019;SIM;2021-12-30;0;1;NÃO
78761;78761;78761;78761;78761;ACIDENTE;-23.128333;-46.574722;ATIBAIA;SP;BRASIL;SDTB;21/07/2019;14:00:00;SIM;FINALIZADA;A-108/CENIPA/2019;SIM;2022-07-08;0;1;SIM
78760;78760;78760;78760;78760;ACIDENTE;-22.755278;-47.268056;AMERICANA;SP;BRASIL;SDAI;20/07/2019;14:40:00;SIM;FINALIZADA;A-107/CENIPA/2019;SIM;2021-07-08;0;1;NÃO
78759;78759;78759;78759;78759;ACIDENTE;-8.393056;-39.620833;OROCÓ;PE;BRASIL;***;18/07/2019;20:30:00;SIM;FINALIZADA;A-106/CENIPA/2019;SIM;2021-07-21;2;1;NÃO
78758;78758;78758;78758;78758;ACIDENTE;-21.136389;-47.776667;RIBEIRÃO PRETO;SP;BRASIL;SBRP;14/07/2019;13:55:00;SIM;FINALIZADA;A-105/CENIPA/2019;SIM;2021-11-16;1;1;NÃO
78757;78757;78757;78757;78757;ACIDENTE;-23.234444;-46.690556;ATIBAIA;SP;BRASIL;SBMT;12/07/2019;17:30:00;SIM;FINALIZADA;A-104/CENIPA/2019;SIM;2022-09-21;0;1;NÃO
78756;78756;78756;78756;78756;INCIDENTE;-13.734444;-53.618889;PARANATINGA;MT;BRASIL;***;10/07/2019;14:30:00;SIM;NULL;NULL;NÃO;NULL;0;1;NÃO
78755;78755;78755;78755;78755;ACIDENTE;***;***;ITAITUBA;PA;BRASIL;***;09/07/2019;17:00:00;NULL;FINALIZADA;A-102/CENIPA/2019;SIM;2022-04-12;0;1;NÃO
78754;78754;78754;78754;78754;ACIDENTE;-0.886944444444;-59.71805555555;CAROEBE;RR;BRASIL;***;07/07/2019;14:00:00;SIM;FINALIZADA;A-101/CENIPA/2019;SIM;2022-08-05;0;1;SIM
78753;78753;78753;78753;78753;INCIDENTE GRAVE;-20.469722;-54.740556;CAMPO GRANDE;MS;BRASIL;SBCG;06/07/2019;14:35:00;SIM;FINALIZADA;IG-100/CENIPA/2019;NÃO;NULL;0;1;NÃO
78752;78752;78752;78752;78752;ACIDENTE;-21.171389;-52.527500;SANTA RITA DO PARDO;MS;BRASIL;***;02/07/2019;16:00:00;SIM;FINALIZADA;A-099/CENIPA/2019;SIM;2021-03-29;1;1;NÃO
78751;78751;78751;78751;78751;ACIDENTE;-9.937500;-56.087222;ALTA FLORESTA;MT;BRASIL;SWEN;30/06/2019;18:30:00;SIM;FINALIZADA;A-098/CENIPA/2019;SIM;2022-11-03;0;1;SIM
78750;78750;78750;78750;78750;ACIDENTE;-29.370278;-50.831111;CANELA;RS;BRASIL;SSCN;29/06/2019;15:20:00;SIM;FINALIZADA;A-097/CENIPA/2019;SIM;2021-07-08;2;1;SIM
78749;78749;78749;78749;78749;ACIDENTE;-2.896667;-40.856944;CAMOCIM;CE;BRASIL;SNWC;27/06/2019;14:30:00;SIM;FINALIZADA;A-096/CENIPA/2019;SIM;2019-10-28;0;1;SIM
78748;78748;78748;78748;78748;ACIDENTE;-4.24222222;-56.00888889;ITAITUBA;PA;BRASIL;SBIH;26/06/2019;14:50:00;NULL;FINALIZADA;A-095/CENIPA/2019;SIM;2021-11-16;0;1;NÃO
78747;78747;78747;78747;78747;ACIDENTE;-15.8425;-44.59;PARÁ DE MINAS;MG;BRASIL;***;25/06/2019;19:00:00;SIM;FINALIZADA;A-094/CENIPA/2019;SIM;2022-08-05;1;1;NÃO
78746;78746;78746;78746;78746;ACIDENTE;-21.09138888888;-49.22416666666;IBIRÁ;SP;BRASIL;SWYV;22/06/2019;18:00:00;SIM;FINALIZADA;A-093/CENIPA/2019;SIM;2021-12-30;0;1;NÃO
78745;78745;78745;78745;78745;ACIDENTE;-19.9047;-43.9764;BELO HORIZONTE;MG;BRASIL;***;21/10/2019;08:15:00;SIM;FINALIZADA;A-140/CENIPA/2019;SIM;2022-11-03;0;1;NÃO
78744;78744;78744;78744;78744;ACIDENTE;-22.709444;-42.844167;ITABORAÍ;RJ;BRASIL;***;22/06/2019;12:45:00;SIM;FINALIZADA;A-150/CENIPA/2019;SIM;2021-11-16;0;1;NÃO
78743;78743;78743;78743;78743;ACIDENTE;-27.783611;-50.280833;LAGES;SC;BRASIL;SBLJ;18/06/2019;14:53:00;SIM;FINALIZADA;A-092/CENIPA/2019;SIM;2021-03-29;1;1;SIM
78742;78742;78742;78742;78742;ACIDENTE;-16.2617;-47.9686;LUZIÂNIA;GO;BRASIL;SWUZ;01/11/2019;20:45:00;SIM;ATIVA;A-142/CENIPA/2019;NÃO;NULL;0;1;SIM
78741;78741;78741;78741;78741;INCIDENTE GRAVE;-20.500556;-54.524722;CAMPO GRANDE;MS;BRASIL;SSKG;12/06/2019;19:00:00;SIM;FINALIZADA;IG-090/CENIPA/2019;SIM;2021-12-30;0;1;NÃO
78740;78740;78740;78740;78740;ACIDENTE;-3.041111;-60.050556;MANAUS;AM;BRASIL;SBEG;15/06/2019;16:10:00;SIM;ATIVA;IG-091/CENIPA/2019;NÃO;NULL;7;1;NÃO
78738;78738;78738;78738;78738;ACIDENTE;-3.147500;-60.116389;IRANDUBA;AM;BRASIL;***;08/06/2019;16:45:00;SIM;FINALIZADA;A-088/CENIPA/2019;SIM;2021-12-30;1;1;NÃO
78737;78737;78737;78737;78737;ACIDENTE;-24.931111;-53.501111;CASCAVEL;PR;BRASIL;***;08/06/2019;20:25:00;SIM;FINALIZADA;A-087/CENIPA/2019;SIM;2021-07-21;1;1;NÃO
78735;78735;78735;78735;78735;ACIDENTE;-24.0608;-52.4703;CAMPO MOURÃO;PR;BRASIL;***;06/06/2019;13:05:00;SIM;FINALIZADA;A-086/CENIPA/2019;SIM;2021-07-08;1;1;NÃO
78733;78733;78733;78733;78733;INCIDENTE;***;***;RIBEIRÃO PRETO;SP;BRASIL;SBRP;07/05/2019;00:55:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78732;78732;78732;78732;78732;ACIDENTE;-21.13833333333;-44.17472222222;SÃO JOÃO DEL REI;MG;BRASIL;***;08/05/2019;15:35:00;SIM;FINALIZADA;A-074/CENIPA/2019;SIM;2022-07-08;3;1;NÃO
78731;78731;78731;78731;78731;INCIDENTE;-25.53166666666;-49.17611111111;CURITIBA;PR;BRASIL;SBBI;09/05/2019;22:37:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78730;78730;78730;78730;78730;ACIDENTE;-17.54138888888;-52.05916666666;PEROLÂNDIA;GO;BRASIL;***;09/05/2019;20:30:00;SIM;FINALIZADA;A-076/CENIPA/2019;SIM;2022-07-08;0;1;NÃO
78728;78728;78728;78728;78728;ACIDENTE;-19.677222;-51.190833;PARANAÍBA;MS;BRASIL;***;09/05/2019;12:30:00;SIM;FINALIZADA;A-075/CENIPA/2019;SIM;2019-09-03;0;1;NÃO
78727;78727;78727;78727;78727;INCIDENTE;-15.5625;-54.33055555555;PRIMAVERA DO LESTE;MT;BRASIL;SWPY;10/05/2019;15:30:00;SIM;FINALIZADA;NULL;NÃO;NULL;0;1;NÃO
78726;78726;78726;78726;78726;INCIDENTE GRAVE;-07.04028;-52.92667;SANTA RITA;PB;BRASIL;***;14/05/2019;20:02:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78725;78725;78725;78725;78725;INCIDENTE GRAVE;-14.01944;-52.15222;ÁGUA BOA;MT;BRASIL;SWHP;14/05/2019;18:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78724;78724;78724;78724;78724;INCIDENTE;-22.03055555555;-41.06861111111;CAMPOS DOS GOYTACAZES;RJ;BRASIL;SBFS;14/05/2019;22:15:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78723;78723;78723;78723;78723;INCIDENTE;-3.041111111111;-60.05055555555;MANAUS;AM;BRASIL;SBEG;15/05/2019;02:30:00;NULL;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78722;78722;78722;78722;78722;ACIDENTE;-20.4961111;-54.5136111;CAMPO GRANDE;MS;BRASIL;***;15/05/2019;10:05:00;SIM;FINALIZADA;A-079/CENIPA/2019;SIM;2022-11-03;0;1;NÃO
78721;78721;78721;78721;78721;INCIDENTE;***;***;MARABÁ;PA;BRASIL;SBMA;16/05/2019;13:29:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78720;78720;78720;78720;78720;INCIDENTE;-25.40333333333;-49.23361111111;CURITIBA;PR;BRASIL;SBBI;16/05/2019;14:14:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78719;78719;78719;78719;78719;INCIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;SBJR;03/05/2019;16:15:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78718;78718;78718;78718;78718;INCIDENTE;***;***;RECIFE;PE;BRASIL;SBRF;02/05/2019;10:01:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78717;78717;78717;78717;78717;ACIDENTE;-20.996389;-42.888889;VISCONDE DO RIO BRANCO;MG;BRASIL;***;01/05/2019;19:45:00;SIM;FINALIZADA;A-070/CENIPA/2019;SIM;2019-10-28;0;1;NÃO
78716;78716;78716;78716;78716;INCIDENTE;-23.43555555555;-46.47305555555;SÃO PAULO;SP;BRASIL;SBGR;30/04/2019;21:03:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78715;78715;78715;78715;78715;ACIDENTE;-23.156944;-52.819444;AMAPORÃ;PR;BRASIL;***;29/04/2019;19:15:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78714;78714;78714;78714;78714;ACIDENTE;-27.163056;-48.625556;PORTO BELO;SC;BRASIL;SDEN;28/04/2019;13:05:00;SIM;FINALIZADA;A-068/CENIPA/2019;SIM;2021-12-30;3;1;SIM
78713;78713;78713;78713;78713;INCIDENTE;-3.041111111111;-60.05055555555;MANAUS;AM;BRASIL;SBEG;28/04/2019;17:18:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78712;78712;78712;78712;78712;ACIDENTE;-12.80111111;-52.52638888;CANARANA;MT;BRASIL;SJBH;16/05/2019;10:00:00;SIM;FINALIZADA;A-080/CENIPA/2019;SIM;2021-07-21;1;1;NÃO
78711;78711;78711;78711;78711;INCIDENTE GRAVE;***;***;LUZIÂNIA;GO;BRASIL;***;18/05/2019;17:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78710;78710;78710;78710;78710;ACIDENTE;-3.262777777;-47.33166666;PARAGOMINAS;PA;BRASIL;***;26/04/2019;15:45:00;NULL;FINALIZADA;A-066/CENIPA/2019;SIM;2022-11-03;0;1;NÃO
78709;78709;78709;78709;78709;ACIDENTE;-1.419722222;-48.44833333;BELÉM;PA;BRASIL;***;18/05/2019;15:50:00;SIM;FINALIZADA;A-081/CENIPA/2019;SIM;2021-12-30;1;1;NÃO
78708;78708;78708;78708;78708;INCIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;SBGL;19/05/2019;05:09:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78707;78707;78707;78707;78707;INCIDENTE GRAVE;-15.01306;-41.00306;VITÓRIA DA CONQUISTA;BA;BRASIL;***;26/04/2019;15:15:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78706;78706;78706;78706;78706;INCIDENTE;-12.9086111;-38.3225;SALVADOR;BA;BRASIL;SBSV;20/05/2019;10:28:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78704;78704;78704;78704;78704;INCIDENTE;-23.43555555555;-46.47305555555;GUARULHOS;SP;BRASIL;SBGR;20/05/2019;19:25:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78703;78703;78703;78703;78703;ACIDENTE;-19.79527777777;-44.06805555555;RIBEIRÃO DAS NEVES;MG;BRASIL;***;24/04/2019;19:20:00;SIM;FINALIZADA;A-065/CENIPA/2019;SIM;2022-12-05;2;1;NÃO
78702;78702;78702;78702;78702;INCIDENTE;-23.43555555555;-46.47305555555;GUARULHOS;SP;BRASIL;***;20/05/2019;22:06:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78701;78701;78701;78701;78701;INCIDENTE GRAVE;-16.34389;-49.51583;GOIÂNIA;GO;BRASIL;***;22/05/2019;14:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78700;78700;78700;78700;78700;INCIDENTE;***;***;BELO HORIZONTE;MG;BRASIL;***;22/05/2019;14:20:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78699;78699;78699;78699;78699;INCIDENTE;-13.8375;-57.64805555555;CAMPO NOVO DO PARECIS;MT;BRASIL;***;23/04/2019;16:40:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
78698;78698;78698;78698;78698;INCIDENTE;***;***;BELO HORIZONTE;MG;BRASIL;SBPR;23/05/2019;15:40:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78697;78697;78697;78697;78697;INCIDENTE;-23.50666666666;-46.63388888888;SÃO PAULO;SP;BRASIL;SBMT;24/04/2019;13:29:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78696;78696;78696;78696;78696;INCIDENTE;***;***;BELO HORIZONTE;MG;BRASIL;SBPR;26/05/2019;14:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78695;78695;78695;78695;78695;ACIDENTE;-11.41472222;-37.36416667;ESTÂNCIA;SE;BRASIL;***;27/05/2019;15:30:00;NULL;FINALIZADA;A-082/CENIPA/2019;SIM;2020-10-29;4;1;NÃO
78684;78684;78684;78684;78684;INCIDENTE;-23.43555555555;-46.47305555555;GUARULHOS;SP;BRASIL;SBGR;20/04/2019;14:24:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78683;78683;78683;78683;78683;INCIDENTE;-23.43555555555;-46.47305555555;GUARULHOS;SP;BRASIL;SBGR;21/04/2019;10:05:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78674;78674;78674;78674;78674;INCIDENTE;***;***;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;18/04/2019;18:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
78673;78673;78673;78673;78673;INCIDENTE;-23.50666666666;-46.63388888888;SÃO PAULO;SP;BRASIL;SBMT;18/04/2019;15:40:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78669;78669;78669;78669;78669;INCIDENTE;-29.99388889;-51.17111111;PORTO ALEGRE;RS;BRASIL;SBPA;17/04/2019;13:34:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78665;78665;78665;78665;78665;INCIDENTE;-4.871388888888;-66.8975;CARAUARI;AM;BRASIL;SWCA;16/04/2019;14:52:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
78662;78662;78662;78662;78662;INCIDENTE;-23.50666666666;-46.63388888888;SÃO PAULO;SP;BRASIL;SBMT;15/04/2019;18:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78661;78661;78661;78661;78661;ACIDENTE;***;***;ALMEIRIM;PA;BRASIL;***;12/04/2019;16:00:00;NULL;FINALIZADA;A-059/CENIPA/2019;SIM;2021-11-16;0;1;NÃO
78657;78657;78657;78657;78657;INCIDENTE GRAVE;-22.77138889;-51.36555556;PORECATU;PR;BRASIL;***;12/04/2019;19:06:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
78656;78656;78656;78656;78656;ACIDENTE;-199.038.888.88;-459.763.888.88;BELO HORIZONTE;MG;BRASIL;SBPR;13/04/2019;18:15:00;SIM;FINALIZADA;A-061/CENIPA/2019;SIM;2023-03-23;3;1;NÃO
78655;78655;78655;78655;78655;ACIDENTE;-115.566.666.66;-455.419.444.44;RIACHÃO DAS NEVES;BA;BRASIL;***;11/04/2019;20:30:00;SIM;FINALIZADA;A-058/CENIPA/2019;SIM;2019-10-28;0;1;SIM
78653;78653;78653;78653;78653;INCIDENTE GRAVE;***;***;CORUMBÁ;MS;BRASIL;***;05/04/2019;12:55:00;SIM;FINALIZADA;NULL;NÃO;NULL;0;1;NÃO
